tc_id,source_file,original_entry_detail,extracted_token,disposition,proposed_normalized_step,proposed_keycode,confidence,rationale,required_decision,device_pilot_eligible,executable
ALTBASIC_LCH_046,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up 2회 입력,Press Up 2회 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_LCH_047,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up 2회 입력 > press_key:Press Ok,간편 설정 페이지,NOT_A_KEY,(reclassify) 간편 설정 페이지,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_047,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up 2회 입력 > press_key:Press Ok,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_047,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up 2회 입력 > press_key:Press Ok,Press Up 2회 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_LCH_047,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up 2회 입력 > press_key:Press Ok,Press Ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_LCH_048,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up 3회 입력,간편 설정 페이지,NOT_A_KEY,(reclassify) 간편 설정 페이지,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_048,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up 3회 입력,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_048,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up 3회 입력,Press Up 3회 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_LCH_049,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up 3회 입력 > press_key:Press Ok,간편 설정 페이지,NOT_A_KEY,(reclassify) 간편 설정 페이지,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_049,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up 3회 입력 > press_key:Press Ok,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_049,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up 3회 입력 > press_key:Press Ok,Press Up 3회 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_LCH_049,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up 3회 입력 > press_key:Press Ok,Press Ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_LCH_050,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up 4회 입력,간편 설정 페이지,NOT_A_KEY,(reclassify) 간편 설정 페이지,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_050,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up 4회 입력,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_050,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up 4회 입력,Press Up 4회 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_LCH_144,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈 화면에서 아무방향키 또는 OK키 입력,홈 화면에서 아무방향키 또는 OK키 입력,AMBIGUOUS_NOGUESS,press_key:?,,low,any/multi-key enumeration — test intent,spec_clarification,False,True
ALTBASIC_LCH_145,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈 화면에서 아무방향키 입력 > press_key:하방향키 입력,홈 화면에서 아무방향키 입력,AMBIGUOUS_NOGUESS,press_key:?,,low,any/multi-key enumeration — test intent,spec_clarification,False,True
ALTBASIC_LCH_145,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈 화면에서 아무방향키 입력 > press_key:하방향키 입력,하방향키 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_LCH_146,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈 화면에서 아무방향키 입력 > press_key:하방향키 입력 > press_key:화면 최하단에서 하방향키 입력,홈 화면에서 아무방향키 입력,AMBIGUOUS_NOGUESS,press_key:?,,low,any/multi-key enumeration — test intent,spec_clarification,False,True
ALTBASIC_LCH_146,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈 화면에서 아무방향키 입력 > press_key:하방향키 입력 > press_key:화면 최하단에서 하방향키 입력,하방향키 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_LCH_146,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈 화면에서 아무방향키 입력 > press_key:하방향키 입력 > press_key:화면 최하단에서 하방향키 입력,화면 최하단에서 하방향키 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_LCH_153,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈 화면 하드키로 앱 포커스 > press_key:HardKey '확인' 버튼 롱탭,홈 화면 하드키로 앱 포커스,NOT_A_KEY,(reclassify) 홈 화면 하드키로 앱 포커스,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_153,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈 화면 하드키로 앱 포커스 > press_key:HardKey '확인' 버튼 롱탭,HardKey '확인' 버튼 롱탭,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_LCH_154,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈 화면 하드키로 앱 포커스 > press_key:HardKey '확인' 버튼 롱탭 > press_key:하방향키 입력,홈 화면 하드키로 앱 포커스,NOT_A_KEY,(reclassify) 홈 화면 하드키로 앱 포커스,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_154,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈 화면 하드키로 앱 포커스 > press_key:HardKey '확인' 버튼 롱탭 > press_key:하방향키 입력,HardKey '확인' 버튼 롱탭,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_LCH_154,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈 화면 하드키로 앱 포커스 > press_key:HardKey '확인' 버튼 롱탭 > press_key:하방향키 입력,하방향키 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_LCH_158,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:HardKey 아무 방향키 입력,HardKey 아무 방향키 입력,AMBIGUOUS_NOGUESS,press_key:?,,low,any/multi-key enumeration — test intent,spec_clarification,False,True
ALTBASIC_LCH_159,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:HardKey 아무 방향키 입력 > press_key:상방향키 입력,HardKey 아무 방향키 입력,AMBIGUOUS_NOGUESS,press_key:?,,low,any/multi-key enumeration — test intent,spec_clarification,False,True
ALTBASIC_LCH_159,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:HardKey 아무 방향키 입력 > press_key:상방향키 입력,상방향키 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_LCH_160,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:HardKey 아무 방향키 입력 > press_key:우방향키 입력,HardKey 아무 방향키 입력,AMBIGUOUS_NOGUESS,press_key:?,,low,any/multi-key enumeration — test intent,spec_clarification,False,True
ALTBASIC_LCH_160,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:HardKey 아무 방향키 입력 > press_key:우방향키 입력,우방향키 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_LCH_161,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:HardKey 아무 방향키 입력 > press_key:하방향키 입력,HardKey 아무 방향키 입력,AMBIGUOUS_NOGUESS,press_key:?,,low,any/multi-key enumeration — test intent,spec_clarification,False,True
ALTBASIC_LCH_161,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:HardKey 아무 방향키 입력 > press_key:하방향키 입력,하방향키 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_LCH_241,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:하드키 즐겨 찾기 버튼 롱 탭,하드키 즐겨 찾기 버튼 롱 탭,NOT_A_KEY,(reclassify) 하드키 즐겨 찾기 버튼 롱,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_CAL_291,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:연락처 실행,연락처 실행,FREE_TEXT_DISCOVERY,navigate:<연락처 실행>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAL_293,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:연락처 검색 focus > press_key:press down,연락처 검색 focus,FREE_TEXT_DISCOVERY,navigate:<연락처 검색 focus>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAL_293,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:연락처 검색 focus > press_key:press down,press down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_CAL_294,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:연락처 검색 focus > press_key:press down > press_key:press down,연락처 검색 focus,FREE_TEXT_DISCOVERY,navigate:<연락처 검색 focus>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAL_294,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:연락처 검색 focus > press_key:press down > press_key:press down,press down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_CAL_294,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:연락처 검색 focus > press_key:press down > press_key:press down,press down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_CAL_326,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:더 보기 메뉴 단축 다이얼 focus > press_key:press ok,더 보기 메뉴 단축 다이얼 focus,FREE_TEXT_DISCOVERY,navigate:<더 보기 메뉴 단축 다이얼 focus>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAL_326,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:더 보기 메뉴 단축 다이얼 focus > press_key:press ok,press ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_CAL_327,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:단축 다이얼 페이지 탐색 focus > press_key:press right,단축 다이얼 페이지 탐색 focus,FREE_TEXT_DISCOVERY,navigate:<단축 다이얼 페이지 탐색 focus>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAL_327,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:단축 다이얼 페이지 탐색 focus > press_key:press right,press right,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_CAL_328,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:단축 다이얼 페이지 탐색 focus > press_key:press left,단축 다이얼 페이지 탐색 focus,FREE_TEXT_DISCOVERY,navigate:<단축 다이얼 페이지 탐색 focus>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAL_328,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:단축 다이얼 페이지 탐색 focus > press_key:press left,press left,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_LEFT,21,high,single explicit key -> keycode 21,,False,True
ALTBASIC_CAL_331,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:페이지 탐색 focus > press_key:press down,페이지 탐색 focus,FREE_TEXT_DISCOVERY,navigate:<페이지 탐색 focus>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAL_331,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:페이지 탐색 focus > press_key:press down,press down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_CAL_332,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:페이지 탐색 focus > press_key:press up,페이지 탐색 focus,FREE_TEXT_DISCOVERY,navigate:<페이지 탐색 focus>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAL_332,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:페이지 탐색 focus > press_key:press up,press up,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAL_333,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:더 보기 메뉴 설정 focus > press_key:press ok,더 보기 메뉴 설정 focus,FREE_TEXT_DISCOVERY,navigate:<더 보기 메뉴 설정 focus>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAL_333,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:더 보기 메뉴 설정 focus > press_key:press ok,press ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_CAL_334,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:소리 및 진동 focus > press_key:press up,소리 및 진동 focus,FREE_TEXT_DISCOVERY,navigate:<소리 및 진동 focus>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAL_334,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:소리 및 진동 focus > press_key:press up,press up,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAL_336,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:소리 및 진동 focus > press_key:press ok,소리 및 진동 focus,FREE_TEXT_DISCOVERY,navigate:<소리 및 진동 focus>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAL_336,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:소리 및 진동 focus > press_key:press ok,press ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_CAL_337,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:통화 녹음 focus > press_key:press ok,통화 녹음 focus,FREE_TEXT_DISCOVERY,navigate:<통화 녹음 focus>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAL_337,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:통화 녹음 focus > press_key:press ok,press ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_CAL_339,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:통화녹음 알림 표시 focus > press_key:press down,통화녹음 알림 표시 focus,FREE_TEXT_DISCOVERY,navigate:<통화녹음 알림 표시 focus>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAL_339,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:통화녹음 알림 표시 focus > press_key:press down,press down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_CAL_340,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:통화 중 자동 녹음 focus > press_key:press ok,통화 중 자동 녹음 focus,FREE_TEXT_DISCOVERY,navigate:<통화 중 자동 녹음 focus>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAL_340,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:통화 중 자동 녹음 focus > press_key:press ok,press ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_CAL_341,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:통화 중 자동 녹음 focus > press_key:press down,통화 중 자동 녹음 focus,FREE_TEXT_DISCOVERY,navigate:<통화 중 자동 녹음 focus>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAL_341,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:통화 중 자동 녹음 focus > press_key:press down,press down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_CAL_353,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:연락처 > press_key:press ok,연락처,FREE_TEXT_DISCOVERY,navigate:<연락처>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_CAL_353,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:연락처 > press_key:press ok,press ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_CAL_354,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 새 연락처 만들기 focus > press up > press_key:2. 새 연락처 만들기 focus > press up > press left > press_key:3. 새 연락처 만들기 focus > press up > press right,새 연락처 만들기 focus,NOT_A_KEY,(reclassify) 새 연락처 만들기 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CAL_354,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 새 연락처 만들기 focus > press up > press_key:2. 새 연락처 만들기 focus > press up > press left > press_key:3. 새 연락처 만들기 focus > press up > press right,press up,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAL_354,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 새 연락처 만들기 focus > press up > press_key:2. 새 연락처 만들기 focus > press up > press left > press_key:3. 새 연락처 만들기 focus > press up > press right,새 연락처 만들기 focus,NOT_A_KEY,(reclassify) 새 연락처 만들기 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CAL_354,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 새 연락처 만들기 focus > press up > press_key:2. 새 연락처 만들기 focus > press up > press left > press_key:3. 새 연락처 만들기 focus > press up > press right,press up,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAL_354,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 새 연락처 만들기 focus > press up > press_key:2. 새 연락처 만들기 focus > press up > press left > press_key:3. 새 연락처 만들기 focus > press up > press right,press left,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_LEFT,21,high,single explicit key -> keycode 21,,False,True
ALTBASIC_CAL_354,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 새 연락처 만들기 focus > press up > press_key:2. 새 연락처 만들기 focus > press up > press left > press_key:3. 새 연락처 만들기 focus > press up > press right,새 연락처 만들기 focus,NOT_A_KEY,(reclassify) 새 연락처 만들기 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_CAL_354,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 새 연락처 만들기 focus > press up > press_key:2. 새 연락처 만들기 focus > press up > press left > press_key:3. 새 연락처 만들기 focus > press up > press right,press up,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_CAL_354,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 새 연락처 만들기 focus > press up > press_key:2. 새 연락처 만들기 focus > press up > press left > press_key:3. 새 연락처 만들기 focus > press up > press right,press right,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_CAL_356,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 아래 하드키를 누른다.,아래 하드키를 누른다.,FREE_TEXT_DISCOVERY,press_key:<아래 하드키>,,low,"named hardware key, no standard keycode",device_keycode_discovery,False,True
ALTBASIC_CAL_357,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 위 하드키를 누른다.,위 하드키를 누른다.,FREE_TEXT_DISCOVERY,press_key:<위 하드키>,,low,"named hardware key, no standard keycode",device_keycode_discovery,False,True
ALTBASIC_MSG_068,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 focus > press_key:Press Ok,메시지,FREE_TEXT_DISCOVERY,navigate:<메시지>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_MSG_068,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 focus > press_key:Press Ok,더보기,NOT_A_KEY,(reclassify) 더보기,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_068,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 focus > press_key:Press Ok,차단 및 스팸관리 focus,NOT_A_KEY,(reclassify) 차단 및 스팸관리 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_068,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 focus > press_key:Press Ok,Press Ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_MSG_073,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 >스팸 신고 안내,메시지,FREE_TEXT_DISCOVERY,navigate:<메시지>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_MSG_073,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 >스팸 신고 안내,더보기,NOT_A_KEY,(reclassify) 더보기,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_073,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 >스팸 신고 안내,차단 및 스팸관리,NOT_A_KEY,(reclassify) 차단 및 스팸관리,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_073,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 >스팸 신고 안내,스팸 신고 안내,NOT_A_KEY,(reclassify) 스팸 신고 안내,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_074,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 > 개인정보 수집 동의,메시지,FREE_TEXT_DISCOVERY,navigate:<메시지>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_MSG_074,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 > 개인정보 수집 동의,더보기,NOT_A_KEY,(reclassify) 더보기,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_074,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 > 개인정보 수집 동의,차단 및 스팸관리,NOT_A_KEY,(reclassify) 차단 및 스팸관리,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_074,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:메시지 > 더보기 > 차단 및 스팸관리 > 개인정보 수집 동의,개인정보 수집 동의,NOT_A_KEY,(reclassify) 개인정보 수집 동의,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_075,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 메시지 > 더보기 > 휴지통 focus > Press Ok,메시지,NOT_A_KEY,(reclassify) 메시지,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_075,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 메시지 > 더보기 > 휴지통 focus > Press Ok,더보기,NOT_A_KEY,(reclassify) 더보기,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_MSG_075,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 메시지 > 더보기 > 휴지통 focus > Press Ok,휴지통 focus,NOT_A_KEY,(reclassify) 휴지통 focus,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
